ID,s1_path,s2_path,s1_gain,s2_gain,enr_path
1465,/mnt/data/wsj0.8k/si_dt_05/22h/22ha010o.wav,/mnt/data/wsj0.8k/si_dt_05/423/423c0203.wav,2.0276,-2.0276,/mnt/data/wsj0.8k/si_dt_05/22h/22hc010t.wav
1466,/mnt/data/wsj0.8k/si_et_05/442/442c020s.wav,/mnt/data/wsj0.8k/si_dt_05/423/423o030j.wav,1.0984,-1.0984,/mnt/data/wsj0.8k/si_et_05/442/442c020g.wav
1467,/mnt/data/wsj0.8k/si_et_05/441/441o0306.wav,/mnt/data/wsj0.8k/si_dt_05/421/421a0111.wav,0.80222,-0.80222,/mnt/data/wsj0.8k/si_et_05/441/441c0204.wav
1468,/mnt/data/wsj0.8k/si_et_05/442/442o030y.wav,/mnt/data/wsj0.8k/si_dt_05/420/420o030r.wav,0.82232,-0.82232,/mnt/data/wsj0.8k/si_et_05/442/442o0312.wav
1469,/mnt/data/wsj0.8k/si_dt_05/22h/22hc010j.wav,/mnt/data/wsj0.8k/si_dt_05/053/053o0210.wav,0.9841,-0.9841,/mnt/data/wsj0.8k/si_dt_05/22h/22hc010w.wav
1470,/mnt/data/wsj0.8k/si_dt_05/053/053a050l.wav,/mnt/data/wsj0.8k/si_et_05/443/443o0304.wav,1.3529,-1.3529,/mnt/data/wsj0.8k/si_dt_05/053/053o0204.wav
1471,/mnt/data/wsj0.8k/si_et_05/447/447c020j.wav,/mnt/data/wsj0.8k/si_dt_05/22g/22ga0109.wav,1.4913,-1.4913,/mnt/data/wsj0.8k/si_et_05/447/447c0212.wav
1472,/mnt/data/wsj0.8k/si_dt_05/051/051c010s.wav,/mnt/data/wsj0.8k/si_dt_05/420/420c020u.wav,0.87815,-0.87815,/mnt/data/wsj0.8k/si_dt_05/051/051o020v.wav
1473,/mnt/data/wsj0.8k/si_et_05/442/442c020z.wav,/mnt/data/wsj0.8k/si_et_05/444/444o030e.wav,1.5666,-1.5666,/mnt/data/wsj0.8k/si_et_05/442/442o030p.wav
1474,/mnt/data/wsj0.8k/si_et_05/443/443o030a.wav,/mnt/data/wsj0.8k/si_et_05/446/446o0317.wav,0.47435,-0.47435,/mnt/data/wsj0.8k/si_et_05/443/443c020s.wav
1475,/mnt/data/wsj0.8k/si_et_05/446/446o030q.wav,/mnt/data/wsj0.8k/si_dt_05/052/052o0205.wav,1.5596,-1.5596,/mnt/data/wsj0.8k/si_et_05/446/446o030v.wav
1476,/mnt/data/wsj0.8k/si_et_05/442/442c020m.wav,/mnt/data/wsj0.8k/si_et_05/446/446c0214.wav,1.1994,-1.1994,/mnt/data/wsj0.8k/si_et_05/442/442o030j.wav
1477,/mnt/data/wsj0.8k/si_dt_05/050/050a050c.wav,/mnt/data/wsj0.8k/si_et_05/442/442c020j.wav,0.050237,-0.050237,/mnt/data/wsj0.8k/si_dt_05/050/050c0101.wav
1478,/mnt/data/wsj0.8k/si_et_05/440/440c0205.wav,/mnt/data/wsj0.8k/si_dt_05/050/050c010e.wav,0.7546,-0.7546,/mnt/data/wsj0.8k/si_et_05/440/440o030s.wav
1479,/mnt/data/wsj0.8k/si_dt_05/050/050c010s.wav,/mnt/data/wsj0.8k/si_dt_05/421/421c020s.wav,0.20163,-0.20163,/mnt/data/wsj0.8k/si_dt_05/050/050o020d.wav
1480,/mnt/data/wsj0.8k/si_et_05/446/446c0211.wav,/mnt/data/wsj0.8k/si_dt_05/053/053c010u.wav,2.2929,-2.2929,/mnt/data/wsj0.8k/si_et_05/446/446c020l.wav
1481,/mnt/data/wsj0.8k/si_et_05/446/446c020i.wav,/mnt/data/wsj0.8k/si_dt_05/053/053o020o.wav,1.9128,-1.9128,/mnt/data/wsj0.8k/si_et_05/446/446o0309.wav
1482,/mnt/data/wsj0.8k/si_dt_05/053/053a050y.wav,/mnt/data/wsj0.8k/si_et_05/446/446o030z.wav,1.3068,-1.3068,/mnt/data/wsj0.8k/si_dt_05/053/053c010e.wav
1483,/mnt/data/wsj0.8k/si_dt_05/052/052a050x.wav,/mnt/data/wsj0.8k/si_dt_05/22g/22go0105.wav,0.69905,-0.69905,/mnt/data/wsj0.8k/si_dt_05/052/052a050z.wav
1484,/mnt/data/wsj0.8k/si_dt_05/052/052a050s.wav,/mnt/data/wsj0.8k/si_et_05/445/445c0204.wav,1.3745,-1.3745,/mnt/data/wsj0.8k/si_dt_05/052/052o0211.wav
1485,/mnt/data/wsj0.8k/si_et_05/442/442c020n.wav,/mnt/data/wsj0.8k/si_et_05/444/444o030k.wav,1.8408,-1.8408,/mnt/data/wsj0.8k/si_et_05/442/442o030n.wav
1486,/mnt/data/wsj0.8k/si_dt_05/050/050o020y.wav,/mnt/data/wsj0.8k/si_et_05/440/440c020a.wav,0.48559,-0.48559,/mnt/data/wsj0.8k/si_dt_05/050/050o0205.wav
1487,/mnt/data/wsj0.8k/si_et_05/443/443c020l.wav,/mnt/data/wsj0.8k/si_dt_05/421/421c0208.wav,0.88713,-0.88713,/mnt/data/wsj0.8k/si_et_05/443/443c020a.wav
1488,/mnt/data/wsj0.8k/si_dt_05/050/050c0103.wav,/mnt/data/wsj0.8k/si_et_05/444/444c0212.wav,2.0721,-2.0721,/mnt/data/wsj0.8k/si_dt_05/050/050a0504.wav
1489,/mnt/data/wsj0.8k/si_et_05/446/446o0313.wav,/mnt/data/wsj0.8k/si_dt_05/22h/22ho010b.wav,1.6883,-1.6883,/mnt/data/wsj0.8k/si_et_05/446/446c0207.wav
1490,/mnt/data/wsj0.8k/si_et_05/446/446o030m.wav,/mnt/data/wsj0.8k/si_dt_05/421/421o0303.wav,0.515,-0.515,/mnt/data/wsj0.8k/si_et_05/446/446o0315.wav
1491,/mnt/data/wsj0.8k/si_et_05/443/443o0314.wav,/mnt/data/wsj0.8k/si_dt_05/423/423o030m.wav,0.88116,-0.88116,/mnt/data/wsj0.8k/si_et_05/443/443c020l.wav
1492,/mnt/data/wsj0.8k/si_et_05/443/443c020k.wav,/mnt/data/wsj0.8k/si_dt_05/423/423c020u.wav,2.0235,-2.0235,/mnt/data/wsj0.8k/si_et_05/443/443o030x.wav
1493,/mnt/data/wsj0.8k/si_dt_05/051/051c010a.wav,/mnt/data/wsj0.8k/si_dt_05/22h/22ho010o.wav,1.9044,-1.9044,/mnt/data/wsj0.8k/si_dt_05/051/051a050v.wav
1494,/mnt/data/wsj0.8k/si_dt_05/22h/22hc010i.wav,/mnt/data/wsj0.8k/si_dt_05/050/050c0114.wav,1.6123,-1.6123,/mnt/data/wsj0.8k/si_dt_05/22h/22ho0112.wav
1495,/mnt/data/wsj0.8k/si_et_05/445/445c020z.wav,/mnt/data/wsj0.8k/si_et_05/442/442c0214.wav,0.056032,-0.056032,/mnt/data/wsj0.8k/si_et_05/445/445o0307.wav
1496,/mnt/data/wsj0.8k/si_dt_05/420/420c0212.wav,/mnt/data/wsj0.8k/si_dt_05/22h/22hc010d.wav,0.17702,-0.17702,/mnt/data/wsj0.8k/si_dt_05/420/420c020t.wav
1497,/mnt/data/wsj0.8k/si_et_05/447/447o030c.wav,/mnt/data/wsj0.8k/si_dt_05/22h/22ha0106.wav,1.7112,-1.7112,/mnt/data/wsj0.8k/si_et_05/447/447o030o.wav
1498,/mnt/data/wsj0.8k/si_dt_05/053/053a0512.wav,/mnt/data/wsj0.8k/si_et_05/444/444o0310.wav,1.5824,-1.5824,/mnt/data/wsj0.8k/si_dt_05/053/053c0101.wav
1499,/mnt/data/wsj0.8k/si_dt_05/421/421c0206.wav,/mnt/data/wsj0.8k/si_et_05/440/440o0307.wav,0.01983,-0.01983,/mnt/data/wsj0.8k/si_dt_05/421/421c0208.wav
1500,/mnt/data/wsj0.8k/si_dt_05/22g/22gc010u.wav,/mnt/data/wsj0.8k/si_dt_05/053/053c010a.wav,0.15025,-0.15025,/mnt/data/wsj0.8k/si_dt_05/22g/22ga0102.wav
1501,/mnt/data/wsj0.8k/si_et_05/441/441o030r.wav,/mnt/data/wsj0.8k/si_dt_05/22g/22gc010s.wav,0.9022,-0.9022,/mnt/data/wsj0.8k/si_et_05/441/441o030p.wav
1502,/mnt/data/wsj0.8k/si_et_05/447/447c020o.wav,/mnt/data/wsj0.8k/si_dt_05/421/421c020b.wav,1.5207,-1.5207,/mnt/data/wsj0.8k/si_et_05/447/447o030a.wav
1503,/mnt/data/wsj0.8k/si_et_05/442/442c020j.wav,/mnt/data/wsj0.8k/si_dt_05/420/420a0104.wav,2.3213,-2.3213,/mnt/data/wsj0.8k/si_et_05/442/442o030y.wav
1504,/mnt/data/wsj0.8k/si_dt_05/22h/22hc0101.wav,/mnt/data/wsj0.8k/si_et_05/442/442c0205.wav,2.1221,-2.1221,/mnt/data/wsj0.8k/si_dt_05/22h/22ho010s.wav
1505,/mnt/data/wsj0.8k/si_dt_05/051/051o0212.wav,/mnt/data/wsj0.8k/si_dt_05/421/421c020t.wav,0.95449,-0.95449,/mnt/data/wsj0.8k/si_dt_05/051/051c0109.wav
1506,/mnt/data/wsj0.8k/si_et_05/442/442o0310.wav,/mnt/data/wsj0.8k/si_et_05/447/447c0207.wav,1.4884,-1.4884,/mnt/data/wsj0.8k/si_et_05/442/442c0212.wav
1507,/mnt/data/wsj0.8k/si_et_05/440/440o030x.wav,/mnt/data/wsj0.8k/si_et_05/441/441o0313.wav,2.2185,-2.2185,/mnt/data/wsj0.8k/si_et_05/440/440o030r.wav
1508,/mnt/data/wsj0.8k/si_dt_05/052/052o020h.wav,/mnt/data/wsj0.8k/si_et_05/440/440o030i.wav,0.59052,-0.59052,/mnt/data/wsj0.8k/si_dt_05/052/052o020a.wav
1509,/mnt/data/wsj0.8k/si_dt_05/050/050o020f.wav,/mnt/data/wsj0.8k/si_dt_05/420/420c020x.wav,0.94367,-0.94367,/mnt/data/wsj0.8k/si_dt_05/050/050a050g.wav
1510,/mnt/data/wsj0.8k/si_et_05/444/444o0306.wav,/mnt/data/wsj0.8k/si_et_05/443/443o030s.wav,2.2307,-2.2307,/mnt/data/wsj0.8k/si_et_05/444/444o0309.wav
1511,/mnt/data/wsj0.8k/si_et_05/442/442c0206.wav,/mnt/data/wsj0.8k/si_dt_05/22g/22ga0111.wav,0.7486,-0.7486,/mnt/data/wsj0.8k/si_et_05/442/442o0311.wav
1512,/mnt/data/wsj0.8k/si_dt_05/422/422o030o.wav,/mnt/data/wsj0.8k/si_et_05/444/444o0302.wav,2.4725,-2.4725,/mnt/data/wsj0.8k/si_dt_05/422/422c020g.wav
1513,/mnt/data/wsj0.8k/si_dt_05/051/051o020y.wav,/mnt/data/wsj0.8k/si_et_05/440/440c0201.wav,2.2855,-2.2855,/mnt/data/wsj0.8k/si_dt_05/051/051a050f.wav
1514,/mnt/data/wsj0.8k/si_et_05/444/444o030v.wav,/mnt/data/wsj0.8k/si_et_05/446/446c020v.wav,0.88043,-0.88043,/mnt/data/wsj0.8k/si_et_05/444/444c020h.wav
1515,/mnt/data/wsj0.8k/si_dt_05/421/421a0103.wav,/mnt/data/wsj0.8k/si_dt_05/423/423o030j.wav,1.602,-1.602,/mnt/data/wsj0.8k/si_dt_05/421/421c020c.wav
1516,/mnt/data/wsj0.8k/si_et_05/447/447o030u.wav,/mnt/data/wsj0.8k/si_dt_05/052/052o020o.wav,0.96081,-0.96081,/mnt/data/wsj0.8k/si_et_05/447/447o030e.wav
1517,/mnt/data/wsj0.8k/si_dt_05/423/423a010k.wav,/mnt/data/wsj0.8k/si_dt_05/22g/22ga010u.wav,0.14232,-0.14232,/mnt/data/wsj0.8k/si_dt_05/423/423o030o.wav
1518,/mnt/data/wsj0.8k/si_dt_05/052/052c010y.wav,/mnt/data/wsj0.8k/si_et_05/440/440c0211.wav,2.4734,-2.4734,/mnt/data/wsj0.8k/si_dt_05/052/052a0514.wav
1519,/mnt/data/wsj0.8k/si_dt_05/052/052a050f.wav,/mnt/data/wsj0.8k/si_dt_05/22g/22gc0101.wav,0.18034,-0.18034,/mnt/data/wsj0.8k/si_dt_05/052/052c010h.wav
1520,/mnt/data/wsj0.8k/si_dt_05/420/420c020h.wav,/mnt/data/wsj0.8k/si_et_05/443/443o0305.wav,1.0635,-1.0635,/mnt/data/wsj0.8k/si_dt_05/420/420c0210.wav
1521,/mnt/data/wsj0.8k/si_et_05/443/443c0208.wav,/mnt/data/wsj0.8k/si_et_05/447/447c020r.wav,1.5966,-1.5966,/mnt/data/wsj0.8k/si_et_05/443/443o030y.wav
1522,/mnt/data/wsj0.8k/si_dt_05/420/420c020c.wav,/mnt/data/wsj0.8k/si_dt_05/051/051o020f.wav,0.96987,-0.96987,/mnt/data/wsj0.8k/si_dt_05/420/420o030z.wav
1523,/mnt/data/wsj0.8k/si_dt_05/422/422c0210.wav,/mnt/data/wsj0.8k/si_et_05/442/442c020s.wav,1.3995,-1.3995,/mnt/data/wsj0.8k/si_dt_05/422/422a0106.wav
1524,/mnt/data/wsj0.8k/si_dt_05/050/050a050o.wav,/mnt/data/wsj0.8k/si_et_05/447/447o030c.wav,0.52962,-0.52962,/mnt/data/wsj0.8k/si_dt_05/050/050o020o.wav
1525,/mnt/data/wsj0.8k/si_dt_05/422/422a010e.wav,/mnt/data/wsj0.8k/si_dt_05/420/420a0106.wav,0.12037,-0.12037,/mnt/data/wsj0.8k/si_dt_05/422/422c020x.wav
1526,/mnt/data/wsj0.8k/si_dt_05/423/423c020v.wav,/mnt/data/wsj0.8k/si_dt_05/053/053c0106.wav,1.9779,-1.9779,/mnt/data/wsj0.8k/si_dt_05/423/423a0113.wav
1527,/mnt/data/wsj0.8k/si_et_05/442/442o030n.wav,/mnt/data/wsj0.8k/si_et_05/444/444c0214.wav,0.18036,-0.18036,/mnt/data/wsj0.8k/si_et_05/442/442c0212.wav
1528,/mnt/data/wsj0.8k/si_dt_05/420/420a010h.wav,/mnt/data/wsj0.8k/si_dt_05/050/050c0111.wav,1.5124,-1.5124,/mnt/data/wsj0.8k/si_dt_05/420/420o030j.wav
1529,/mnt/data/wsj0.8k/si_dt_05/053/053o0202.wav,/mnt/data/wsj0.8k/si_dt_05/421/421a010g.wav,0.19483,-0.19483,/mnt/data/wsj0.8k/si_dt_05/053/053c0110.wav
1530,/mnt/data/wsj0.8k/si_et_05/440/440c020z.wav,/mnt/data/wsj0.8k/si_et_05/445/445c020m.wav,1.1981,-1.1981,/mnt/data/wsj0.8k/si_et_05/440/440c0208.wav
1531,/mnt/data/wsj0.8k/si_et_05/447/447o030b.wav,/mnt/data/wsj0.8k/si_et_05/444/444c020l.wav,0.70785,-0.70785,/mnt/data/wsj0.8k/si_et_05/447/447c0201.wav
1532,/mnt/data/wsj0.8k/si_dt_05/052/052c0107.wav,/mnt/data/wsj0.8k/si_et_05/447/447c020z.wav,1.1896,-1.1896,/mnt/data/wsj0.8k/si_dt_05/052/052c010q.wav
1533,/mnt/data/wsj0.8k/si_dt_05/421/421c0214.wav,/mnt/data/wsj0.8k/si_et_05/446/446o030o.wav,0.73817,-0.73817,/mnt/data/wsj0.8k/si_dt_05/421/421c0210.wav
1534,/mnt/data/wsj0.8k/si_et_05/442/442o030e.wav,/mnt/data/wsj0.8k/si_et_05/445/445c0206.wav,0.82679,-0.82679,/mnt/data/wsj0.8k/si_et_05/442/442o030t.wav
1535,/mnt/data/wsj0.8k/si_dt_05/053/053o020p.wav,/mnt/data/wsj0.8k/si_et_05/444/444o030f.wav,1.2702,-1.2702,/mnt/data/wsj0.8k/si_dt_05/053/053o0206.wav
1536,/mnt/data/wsj0.8k/si_et_05/447/447o030l.wav,/mnt/data/wsj0.8k/si_dt_05/053/053o020n.wav,0.15897,-0.15897,/mnt/data/wsj0.8k/si_et_05/447/447c020p.wav
1537,/mnt/data/wsj0.8k/si_et_05/445/445c020d.wav,/mnt/data/wsj0.8k/si_dt_05/423/423c020u.wav,1.3924,-1.3924,/mnt/data/wsj0.8k/si_et_05/445/445c020v.wav
1538,/mnt/data/wsj0.8k/si_et_05/443/443c0201.wav,/mnt/data/wsj0.8k/si_et_05/445/445o030t.wav,1.8235,-1.8235,/mnt/data/wsj0.8k/si_et_05/443/443o030k.wav
1539,/mnt/data/wsj0.8k/si_dt_05/050/050a0509.wav,/mnt/data/wsj0.8k/si_et_05/446/446o030v.wav,1.158,-1.158,/mnt/data/wsj0.8k/si_dt_05/050/050a050a.wav
1540,/mnt/data/wsj0.8k/si_et_05/445/445o030c.wav,/mnt/data/wsj0.8k/si_et_05/440/440c020h.wav,0.89751,-0.89751,/mnt/data/wsj0.8k/si_et_05/445/445o030e.wav
1541,/mnt/data/wsj0.8k/si_et_05/444/444c020k.wav,/mnt/data/wsj0.8k/si_dt_05/051/051a050n.wav,2.4658,-2.4658,/mnt/data/wsj0.8k/si_et_05/444/444c020j.wav
1542,/mnt/data/wsj0.8k/si_et_05/446/446c0201.wav,/mnt/data/wsj0.8k/si_et_05/442/442c020p.wav,1.9795,-1.9795,/mnt/data/wsj0.8k/si_et_05/446/446o0317.wav
1543,/mnt/data/wsj0.8k/si_dt_05/051/051a050a.wav,/mnt/data/wsj0.8k/si_dt_05/052/052o0201.wav,2.3655,-2.3655,/mnt/data/wsj0.8k/si_dt_05/051/051a050y.wav
1544,/mnt/data/wsj0.8k/si_et_05/442/442c0216.wav,/mnt/data/wsj0.8k/si_dt_05/053/053a050i.wav,0.67244,-0.67244,/mnt/data/wsj0.8k/si_et_05/442/442o0308.wav
1545,/mnt/data/wsj0.8k/si_et_05/446/446o030q.wav,/mnt/data/wsj0.8k/si_et_05/447/447c020o.wav,1.0041,-1.0041,/mnt/data/wsj0.8k/si_et_05/446/446c020h.wav
1546,/mnt/data/wsj0.8k/si_et_05/446/446c020r.wav,/mnt/data/wsj0.8k/si_et_05/442/442c020j.wav,1.1814,-1.1814,/mnt/data/wsj0.8k/si_et_05/446/446o0301.wav
1547,/mnt/data/wsj0.8k/si_et_05/445/445o030w.wav,/mnt/data/wsj0.8k/si_dt_05/22h/22ho0111.wav,1.2628,-1.2628,/mnt/data/wsj0.8k/si_et_05/445/445c020x.wav
1548,/mnt/data/wsj0.8k/si_dt_05/22g/22go010l.wav,/mnt/data/wsj0.8k/si_et_05/447/447c0215.wav,0.28113,-0.28113,/mnt/data/wsj0.8k/si_dt_05/22g/22gc010s.wav
1549,/mnt/data/wsj0.8k/si_et_05/444/444c0215.wav,/mnt/data/wsj0.8k/si_et_05/442/442o0301.wav,0.94052,-0.94052,/mnt/data/wsj0.8k/si_et_05/444/444c020l.wav
1550,/mnt/data/wsj0.8k/si_et_05/445/445c020b.wav,/mnt/data/wsj0.8k/si_dt_05/422/422c0206.wav,2.297,-2.297,/mnt/data/wsj0.8k/si_et_05/445/445c020x.wav
1551,/mnt/data/wsj0.8k/si_et_05/445/445c0211.wav,/mnt/data/wsj0.8k/si_dt_05/420/420a010w.wav,0.84314,-0.84314,/mnt/data/wsj0.8k/si_et_05/445/445c0203.wav
1552,/mnt/data/wsj0.8k/si_dt_05/051/051c0110.wav,/mnt/data/wsj0.8k/si_dt_05/22h/22ha0113.wav,0.61225,-0.61225,/mnt/data/wsj0.8k/si_dt_05/051/051a050z.wav
1553,/mnt/data/wsj0.8k/si_et_05/446/446o0311.wav,/mnt/data/wsj0.8k/si_et_05/447/447c020d.wav,2.2881,-2.2881,/mnt/data/wsj0.8k/si_et_05/446/446o0316.wav
1554,/mnt/data/wsj0.8k/si_et_05/442/442c020z.wav,/mnt/data/wsj0.8k/si_dt_05/051/051c010f.wav,1.9575,-1.9575,/mnt/data/wsj0.8k/si_et_05/442/442c0209.wav
1555,/mnt/data/wsj0.8k/si_et_05/441/441o030n.wav,/mnt/data/wsj0.8k/si_et_05/440/440o030r.wav,2.3047,-2.3047,/mnt/data/wsj0.8k/si_et_05/441/441o030m.wav
1556,/mnt/data/wsj0.8k/si_et_05/444/444o0303.wav,/mnt/data/wsj0.8k/si_et_05/445/445c0209.wav,0.90798,-0.90798,/mnt/data/wsj0.8k/si_et_05/444/444o0313.wav
1557,/mnt/data/wsj0.8k/si_et_05/447/447o0303.wav,/mnt/data/wsj0.8k/si_et_05/441/441c0212.wav,0.14144,-0.14144,/mnt/data/wsj0.8k/si_et_05/447/447c020l.wav
1558,/mnt/data/wsj0.8k/si_dt_05/22g/22gc0104.wav,/mnt/data/wsj0.8k/si_dt_05/053/053a050k.wav,0.64296,-0.64296,/mnt/data/wsj0.8k/si_dt_05/22g/22go0113.wav
1559,/mnt/data/wsj0.8k/si_dt_05/053/053c0104.wav,/mnt/data/wsj0.8k/si_et_05/441/441o030v.wav,0.80834,-0.80834,/mnt/data/wsj0.8k/si_dt_05/053/053c0106.wav
1560,/mnt/data/wsj0.8k/si_et_05/440/440o030u.wav,/mnt/data/wsj0.8k/si_dt_05/22g/22gc010z.wav,0.87308,-0.87308,/mnt/data/wsj0.8k/si_et_05/440/440o030n.wav
1561,/mnt/data/wsj0.8k/si_dt_05/051/051o020j.wav,/mnt/data/wsj0.8k/si_et_05/445/445o0309.wav,0.81213,-0.81213,/mnt/data/wsj0.8k/si_dt_05/051/051c0106.wav
1562,/mnt/data/wsj0.8k/si_et_05/446/446c0212.wav,/mnt/data/wsj0.8k/si_et_05/442/442o030u.wav,2.0769,-2.0769,/mnt/data/wsj0.8k/si_et_05/446/446o030f.wav
1563,/mnt/data/wsj0.8k/si_et_05/447/447c020i.wav,/mnt/data/wsj0.8k/si_et_05/444/444o030l.wav,1.6118,-1.6118,/mnt/data/wsj0.8k/si_et_05/447/447o0307.wav
1564,/mnt/data/wsj0.8k/si_dt_05/422/422o030w.wav,/mnt/data/wsj0.8k/si_dt_05/050/050c010x.wav,2.3242,-2.3242,/mnt/data/wsj0.8k/si_dt_05/422/422c020h.wav
1565,/mnt/data/wsj0.8k/si_et_05/447/447c0203.wav,/mnt/data/wsj0.8k/si_dt_05/050/050o0202.wav,0.5732,-0.5732,/mnt/data/wsj0.8k/si_et_05/447/447c020d.wav
1566,/mnt/data/wsj0.8k/si_dt_05/050/050a050x.wav,/mnt/data/wsj0.8k/si_et_05/446/446c020h.wav,1.2457,-1.2457,/mnt/data/wsj0.8k/si_dt_05/050/050o0212.wav
1567,/mnt/data/wsj0.8k/si_et_05/445/445o030x.wav,/mnt/data/wsj0.8k/si_et_05/447/447c0210.wav,0.51367,-0.51367,/mnt/data/wsj0.8k/si_et_05/445/445c020f.wav
1568,/mnt/data/wsj0.8k/si_et_05/442/442c020o.wav,/mnt/data/wsj0.8k/si_et_05/444/444c0211.wav,0.99232,-0.99232,/mnt/data/wsj0.8k/si_et_05/442/442c0206.wav
1569,/mnt/data/wsj0.8k/si_dt_05/053/053a0511.wav,/mnt/data/wsj0.8k/si_dt_05/22h/22ho010c.wav,2.3245,-2.3245,/mnt/data/wsj0.8k/si_dt_05/053/053o0211.wav
1570,/mnt/data/wsj0.8k/si_et_05/442/442o030b.wav,/mnt/data/wsj0.8k/si_dt_05/423/423c020z.wav,1.5391,-1.5391,/mnt/data/wsj0.8k/si_et_05/442/442o030g.wav
1571,/mnt/data/wsj0.8k/si_et_05/441/441o030g.wav,/mnt/data/wsj0.8k/si_et_05/443/443o030h.wav,0.81368,-0.81368,/mnt/data/wsj0.8k/si_et_05/441/441o0313.wav
1572,/mnt/data/wsj0.8k/si_et_05/440/440o0312.wav,/mnt/data/wsj0.8k/si_et_05/442/442c0203.wav,1.4057,-1.4057,/mnt/data/wsj0.8k/si_et_05/440/440o0308.wav
1573,/mnt/data/wsj0.8k/si_dt_05/422/422c0207.wav,/mnt/data/wsj0.8k/si_dt_05/051/051c0102.wav,0.64331,-0.64331,/mnt/data/wsj0.8k/si_dt_05/422/422a010k.wav
1574,/mnt/data/wsj0.8k/si_dt_05/423/423c020e.wav,/mnt/data/wsj0.8k/si_et_05/440/440c020o.wav,0.27155,-0.27155,/mnt/data/wsj0.8k/si_dt_05/423/423o030f.wav
1575,/mnt/data/wsj0.8k/si_dt_05/22h/22ha010c.wav,/mnt/data/wsj0.8k/si_et_05/444/444o030u.wav,0.65618,-0.65618,/mnt/data/wsj0.8k/si_dt_05/22h/22ha0111.wav
1576,/mnt/data/wsj0.8k/si_dt_05/050/050o020k.wav,/mnt/data/wsj0.8k/si_et_05/440/440c020h.wav,0.37718,-0.37718,/mnt/data/wsj0.8k/si_dt_05/050/050c0106.wav
1577,/mnt/data/wsj0.8k/si_dt_05/421/421c020e.wav,/mnt/data/wsj0.8k/si_dt_05/422/422o030y.wav,2.247,-2.247,/mnt/data/wsj0.8k/si_dt_05/421/421a010r.wav
1578,/mnt/data/wsj0.8k/si_dt_05/420/420c020z.wav,/mnt/data/wsj0.8k/si_dt_05/052/052o020i.wav,0.97625,-0.97625,/mnt/data/wsj0.8k/si_dt_05/420/420o030r.wav
1579,/mnt/data/wsj0.8k/si_dt_05/22h/22hc0114.wav,/mnt/data/wsj0.8k/si_et_05/447/447o030x.wav,1.713,-1.713,/mnt/data/wsj0.8k/si_dt_05/22h/22ho010o.wav
1580,/mnt/data/wsj0.8k/si_et_05/440/440o0303.wav,/mnt/data/wsj0.8k/si_dt_05/22h/22ho010c.wav,1.1666,-1.1666,/mnt/data/wsj0.8k/si_et_05/440/440c0204.wav
1581,/mnt/data/wsj0.8k/si_dt_05/422/422c0202.wav,/mnt/data/wsj0.8k/si_dt_05/22h/22ho010j.wav,0.5371,-0.5371,/mnt/data/wsj0.8k/si_dt_05/422/422o0304.wav
1582,/mnt/data/wsj0.8k/si_dt_05/421/421o0304.wav,/mnt/data/wsj0.8k/si_et_05/446/446c0204.wav,1.6849,-1.6849,/mnt/data/wsj0.8k/si_dt_05/421/421a010v.wav
1583,/mnt/data/wsj0.8k/si_et_05/446/446o030x.wav,/mnt/data/wsj0.8k/si_dt_05/423/423o0308.wav,0.53723,-0.53723,/mnt/data/wsj0.8k/si_et_05/446/446o0308.wav
1584,/mnt/data/wsj0.8k/si_et_05/442/442c0210.wav,/mnt/data/wsj0.8k/si_dt_05/420/420c020s.wav,1.2052,-1.2052,/mnt/data/wsj0.8k/si_et_05/442/442o030y.wav
1585,/mnt/data/wsj0.8k/si_dt_05/053/053o020t.wav,/mnt/data/wsj0.8k/si_dt_05/22h/22hc0104.wav,1.4889,-1.4889,/mnt/data/wsj0.8k/si_dt_05/053/053c0109.wav
1586,/mnt/data/wsj0.8k/si_dt_05/22g/22ga0114.wav,/mnt/data/wsj0.8k/si_et_05/443/443c020f.wav,1.6889,-1.6889,/mnt/data/wsj0.8k/si_dt_05/22g/22gc010d.wav
1587,/mnt/data/wsj0.8k/si_et_05/440/440c020f.wav,/mnt/data/wsj0.8k/si_et_05/446/446o030j.wav,0.98137,-0.98137,/mnt/data/wsj0.8k/si_et_05/440/440o030p.wav
1588,/mnt/data/wsj0.8k/si_et_05/446/446c0209.wav,/mnt/data/wsj0.8k/si_dt_05/050/050a050t.wav,0.32918,-0.32918,/mnt/data/wsj0.8k/si_et_05/446/446c020b.wav
1589,/mnt/data/wsj0.8k/si_et_05/447/447o0307.wav,/mnt/data/wsj0.8k/si_et_05/443/443o030c.wav,0.93266,-0.93266,/mnt/data/wsj0.8k/si_et_05/447/447c020v.wav
1590,/mnt/data/wsj0.8k/si_et_05/444/444o030s.wav,/mnt/data/wsj0.8k/si_dt_05/050/050c010i.wav,0.39188,-0.39188,/mnt/data/wsj0.8k/si_et_05/444/444o030d.wav
1591,/mnt/data/wsj0.8k/si_et_05/440/440c020q.wav,/mnt/data/wsj0.8k/si_et_05/443/443o0308.wav,2.1122,-2.1122,/mnt/data/wsj0.8k/si_et_05/440/440c020j.wav
1592,/mnt/data/wsj0.8k/si_dt_05/051/051c0104.wav,/mnt/data/wsj0.8k/si_et_05/443/443o030t.wav,0.097233,-0.097233,/mnt/data/wsj0.8k/si_dt_05/051/051a0502.wav
